,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
4992,Maruti Swift Dzire VDI,Kolkata,2015,43000,Diesel,Manual,First,26.59,1248,74,5,5.5
4993,Toyota Innova 2.5 V Diesel 7-seater,Pune,2011,68000,Diesel,Manual,Second,12.8,2494,102,7,7
4994,BMW X3 xDrive20d,Bangalore,2016,45165,Diesel,Automatic,First,16.09,1995,184,5,41.75
4995,BMW 5 Series 2003-2012 525d,Hyderabad,2007,120000,Diesel,Automatic,First,16.73,1995,218,5,10.5
4996,Mahindra XUV500 W8 2WD,Coimbatore,2014,86091,Diesel,Manual,First,15.1,2179,140,7,10.09
4997,Honda City 1.5 S MT,Delhi,2009,71499,Petrol,Manual,First,17,1497,118,5,3
4998,Force One LX 4x4,Chennai,2014,50000,Diesel,Manual,First,17,2200,139.01,7,12
4999,Volkswagen Polo 1.5 TDI Comfortline,Jaipur,2015,66000,Diesel,Manual,First,20.14,1498,88,5,4.91
5000,Honda Jazz S,Kolkata,2010,45000,Petrol,Manual,First,16,1198,90,5,2
5001,Toyota Etios Liva GD SP,Hyderabad,2015,69189,Diesel,Manual,First,23.59,1364,67.06,5,5.3
5002,Nissan Terrano XV Premium 110 PS,Mumbai,2014,40206,Diesel,Manual,First,19.01,1461,108.5,5,7.22
5003,BMW X3 xDrive 20d xLine,Kochi,2017,36723,Diesel,Automatic,First,18.56,1995,190,5,32.57
5004,Hyundai i20 1.2 Magna,Mumbai,2010,57500,Petrol,Manual,First,18.5,1197,80,5,2.75
5005,Maruti Eeco 5 STR With AC Plus HTR CNG,Kochi,2018,43912,CNG,Manual,First,15.1,1196,73,5,4.33
5006,Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2011,52000,Diesel,Manual,First,17.8,1399,68,5,3.75
5007,Honda City 1.5 V AT,Kochi,2014,60952,Petrol,Automatic,First,16.8,1497,118,5,5.91
5008,Maruti Swift VDI BSIV,Chennai,2013,87192,Diesel,Manual,First,25.2,1248,74,5,4.35
5009,Hyundai Grand i10 CRDi SportZ Edition,Delhi,2014,58000,Diesel,Manual,First,24,1120,70,5,3.25
5010,Audi Q7 45 TDI Quattro Technology,Pune,2017,59500,Diesel,Automatic,First,14.75,2967,245,7,68
5011,Volkswagen Ameo 1.2 MPI Highline 16 Alloy,Mumbai,2016,16650,Petrol,Manual,First,17,1198,74,5,5.5
5012,Honda City i VTEC CVT VX,Kochi,2018,34696,Petrol,Automatic,First,18,1497,117.3,5,12.08
5013,Maruti Baleno Alpha 1.3,Kochi,2018,42243,Diesel,Manual,First,27.39,1248,74,5,7.48
5014,Hyundai Grand i10 CRDi Sportz,Jaipur,2016,57824,Diesel,Manual,First,24,1120,70,5,5.5
5015,Maruti Swift Dzire VDi,Jaipur,2011,110000,Diesel,Manual,First,19.3,1248,73.9,5,3.5
5016,Maruti Swift 1.3 VXi,Delhi,2006,63000,Petrol,Manual,First,16.1,NA,,NA,1.6
5017,Land Rover Freelander 2 TD4 HSE,Delhi,2013,72000,Diesel,Automatic,First,0,2179,115,5,15.5
5018,Toyota Fortuner 3.0 Diesel,Hyderabad,2013,63455,Diesel,Manual,First,11.5,2982,171,7,19
5019,Honda Jazz VX Diesel,Hyderabad,2017,17151,Diesel,Manual,First,27.3,1498,98.6,5,8.4
5020,Maruti Vitara Brezza LDi Option,Pune,2016,31001,Diesel,Manual,First,24.3,1248,88.5,5,7.25
5021,Maruti Swift Dzire VDI,Kolkata,2014,42109,Diesel,Manual,First,23.4,1248,74,5,4.25
5022,Skoda Rapid 1.5 TDI AT Elegance,Delhi,2015,55000,Diesel,Automatic,Second,21.66,1498,103.52,5,5.7
5023,Land Rover Freelander 2 TD4 SE,Hyderabad,2013,46000,Diesel,Automatic,Second,0,2179,115,5,26
5024,Maruti Alto 800 LXI,Hyderabad,2013,30852,Petrol,Manual,First,22.74,796,47.3,5,2.49
5025,Volkswagen Polo Petrol Highline 1.2L,Pune,2011,65000,Petrol,Manual,Second,16.47,1198,73.9,5,3
5026,Honda City i DTEC SV,Delhi,2015,65000,Diesel,Manual,First,26,1498,98.6,5,5.95
5027,Maruti Swift Dzire LDI,Delhi,2013,72000,Diesel,Manual,First,23.4,1248,74,5,2.69
5028,Audi A4 2.0 TDI 177 Bhp Technology Edition,Bangalore,2014,29000,Diesel,Automatic,First,17.11,1968,174.33,5,26
5029,Honda City i VTEC VX,Kolkata,2015,32000,Petrol,Manual,First,17.8,1497,117.3,5,5.5
5030,Ford Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,2016,29875,Petrol,Manual,First,18.16,1196,86.8,5,4.85
5031,Maruti Vitara Brezza LDi,Kochi,2018,32539,Diesel,Manual,First,24.3,1248,88.5,5,8.39
5032,Renault Duster 110PS Diesel RxL,Hyderabad,2015,83090,Diesel,Manual,First,19.01,1461,108.45,5,7.99
5033,Hyundai i20 Active 1.4 SX,Hyderabad,2016,62679,Diesel,Manual,First,21.19,1396,88.73,5,6.95
5034,Mahindra Logan Petrol 1.4 GLE,Mumbai,2010,93000,Petrol,Manual,First,15.7,1390,75,5,1.5
5035,Honda City ZX GXi,Mumbai,2006,44000,Petrol,Manual,First,17.7,1497,78,5,1.55
5036,Ford Figo Petrol EXI,Bangalore,2010,78400,Petrol,Manual,Second,15.6,1196,70,5,2.75
5037,Renault Duster Petrol RxL,Mumbai,2014,71300,Petrol,Manual,First,13.06,1598,102.53,5,4.25
5038,Hyundai i10 Sportz 1.2,Kolkata,2015,18000,Petrol,Manual,First,20.36,1197,78.9,5,2.85
5039,Land Rover Discovery Sport TD4 HSE 7S,Coimbatore,2019,24013,Diesel,Automatic,First,12.81,1999,148.31,7,56.14
5040,Audi Q5 2008-2012 2.0 TFSI Quattro,Ahmedabad,2009,99100,Petrol,Automatic,Second,9.74,1984,208,5,10
5041,Maruti Versa DX2 BS II,Mumbai,2003,62000,Petrol,Manual,Second,11.3,1298,83.1,8,1.25
5042,Maruti Swift Dzire ZDI,Kolkata,2017,14000,Diesel,Manual,First,26.59,1248,74,5,7.5
5043,Audi A4 2.0 TDI Premium Sport Limited Edition,Coimbatore,2015,44811,Diesel,Automatic,First,17.11,1968,174.33,5,25.81
5044,Volkswagen Polo 1.2 MPI Comfortline,Ahmedabad,2014,44000,Petrol,Manual,First,16.47,1198,74,5,4.3
5045,Toyota Fortuner 3.0 Diesel,Chennai,2010,136000,Diesel,Manual,Second,11.5,2982,171,7,11
5046,Toyota Fortuner 3.0 Diesel,Jaipur,2010,144113,Diesel,Manual,Second,11.5,2982,171,7,11.75
5047,Honda Accord 2.4 MT,Coimbatore,2012,94989,Petrol,Manual,First,12.8,2354,177.6,5,6.58
5048,Maruti Swift ZDi,Chennai,2012,58133,Diesel,Manual,First,22.9,1248,74,5,4.8
5049,Skoda Fabia 1.2 MPI Classic,Pune,2008,61000,Petrol,Manual,Second,17.5,1198,70,5,1.65
5050,Jeep Compass 2.0 Sport,Kolkata,2017,27000,Diesel,Manual,First,17.1,1956,170,5,15
5051,Tata Nano Twist XT,Ahmedabad,2014,18050,Petrol,Manual,Second,25.4,624,37.5,4,1
5052,Ford Fiesta 1.6 ZXi ABS,Hyderabad,2007,145277,Petrol,Manual,First,15.3,1596,101,5,1.65
5053,Maruti Celerio ZDi,Ahmedabad,2015,42000,Diesel,Manual,First,27.62,793,47,5,3.6
5054,Toyota Fortuner 3.0 Diesel,Delhi,2011,86000,Diesel,Manual,First,11.5,2982,171,7,11.5
5055,Maruti Celerio ZDi,Ahmedabad,2015,42150,Diesel,Manual,First,27.62,793,47,5,3.6
5056,Hyundai EON Era Plus,Pune,2015,30158,Petrol,Manual,First,21.1,814,55.2,5,3.05
5057,Ford Fiesta Diesel Trend,Bangalore,2011,47000,Diesel,Manual,Second,23.5,1498,90,5,6
5058,Volkswagen Polo 1.2 MPI Comfortline,Ahmedabad,2013,39000,Petrol,Manual,First,16.47,1198,74,5,3.75
5059,Volkswagen Polo 1.2 MPI Comfortline,Coimbatore,2016,32125,Petrol,Manual,First,16.2,1199,74,5,6.17
5060,Maruti Vitara Brezza ZDi,Coimbatore,2017,58829,Diesel,Manual,First,24.3,1248,88.5,5,9.05
5061,Honda Brio S MT,Coimbatore,2013,67559,Petrol,Manual,First,19.4,1198,86.8,5,4.05
5062,Maruti Swift Dzire VXi,Pune,2013,55000,Petrol,Manual,First,17.5,1298,85.8,5,4.25
5063,Maruti Celerio LXI MT,Kolkata,2018,30000,Petrol,Manual,First,23.1,998,67.04,5,3.75
5064,Hyundai Creta 1.6 SX Plus Petrol Automatic,Mumbai,2016,28000,Petrol,Automatic,First,13,1591,121.3,5,11.85
5065,Ford Ecosport 1.5 DV5 MT Titanium,Kochi,2016,31826,Diesel,Manual,First,22.7,1498,89.84,5,8.24
5066,Maruti Swift VDI BSIV W ABS,Hyderabad,2016,64000,Diesel,Manual,First,17.8,1248,null  ,5,5.99
5067,Honda CR-V RVi MT,Jaipur,2008,100009,Petrol,Manual,Second,13.1,1997,141.1,5,6.5
5068,Land Rover Discovery Sport SD4 HSE Luxury 7S,Coimbatore,2019,17201,Diesel,Automatic,First,12.51,2179,187.7,7,58.91
5069,Mahindra XUV500 W8 2WD,Delhi,2014,74345,Diesel,Manual,First,15.1,2179,140,7,8
5070,Volkswagen Polo 1.2 MPI Highline,Kochi,2015,58134,Petrol,Manual,First,16.47,1198,74,5,4.64
5071,Hyundai i10 Magna AT,Kochi,2010,30566,Petrol,Automatic,First,19.2,1197,80,5,3.32
5072,Hyundai i10 Magna 1.2,Chennai,2012,55231,Petrol,Manual,Second,20.36,1197,78.9,5,2.78
5073,Chevrolet Cruze LTZ AT,Kochi,2016,67774,Diesel,Automatic,First,14.81,1998,163.7,5,8.95
5074,Mercedes-Benz E-Class E 200 CGI,Mumbai,2013,50319,Petrol,Automatic,First,12,1991,181.03,5,21.95
5075,Hyundai Sonata 2.4 GDI,Ahmedabad,2013,45000,Petrol,Manual,First,11.7,2359,134,5,7.9
5076,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Kolkata,2007,43627,Petrol,Automatic,First,11.74,1796,186,5,29
5077,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2013,45000,Diesel,Manual,First,22.07,1199,73.9,5,3.25
5078,Honda City i VTEC SV,Mumbai,2014,10500,Petrol,Manual,First,17.4,1497,117.3,5,5.9
5079,Maruti Vitara Brezza ZDi,Coimbatore,2017,21789,Diesel,Manual,First,24.3,1248,88.5,5,9.88
5080,Hyundai Elite i20 Asta Option,Coimbatore,2019,21134,Petrol,Manual,First,18.6,1197,81.86,5,8.78
5081,Tata New Safari Dicor EX 4X2,Kolkata,2011,90000,Diesel,Manual,Second,13.93,2179,138.1,7,2.75
5082,Nissan Sunny 2011-2014 Diesel XL,Kochi,2014,51553,Diesel,Manual,First,21.64,1461,84.8,5,5.98
5083,BMW 3 Series 330 Ci Convertible,Delhi,2011,31000,Petrol,Automatic,First,10.9,2497,215,5,31
5084,Toyota Corolla 1.8 J,Delhi,2011,67422,Petrol,Manual,Second,14.53,1798,138,5,3.55
5085,Hyundai Verna 1.6 SX,Kochi,2015,60519,Diesel,Manual,First,22.32,1582,126.32,5,6.24
5086,Maruti Swift Dzire VDi,Kolkata,2009,34000,Diesel,Manual,First,19.3,1248,73.9,5,2.19
5087,Maruti Dzire VDI,Hyderabad,2013,68434,Diesel,Manual,First,28.4,1248,73.75,5,5.5
5088,Maruti Alto K10 VXI,Pune,2014,17000,Petrol,Manual,First,24.07,998,67.1,5,2.1
5089,Jaguar XJ 5.0 L V8 Supercharged,Coimbatore,2011,43686,Petrol,Automatic,First,10.5,5000,503,4,50.66
5090,Mercedes-Benz New C-Class 220 CDI AT,Kolkata,2012,22000,Diesel,Automatic,First,14.84,2143,170,5,14
5091,Hyundai Verna CRDi 1.6 SX Option,Mumbai,2013,79225,Diesel,Manual,First,22,1582,126.2,5,5.5
5092,Chevrolet Aveo 1.6 LT,Pune,2007,63000,Petrol,Manual,Third,14.2,1598,102,5,1.2
5093,Maruti Swift VXI BSIV,Hyderabad,2014,61922,Petrol,Manual,First,20.4,1197,81.8,5,5.3
5094,Hyundai Verna 1.6 CRDi S,Chennai,2015,85000,Diesel,Manual,First,23.9,1582,126.2,5,6.3
5095,Mercedes-Benz GLC 220d Celebration Edition,Kochi,2017,26192,Diesel,Automatic,First,17.9,2143,168,5,40.47
5096,Toyota Fortuner 4x2 Manual,Delhi,2013,65000,Diesel,Manual,First,13,2982,168.5,7,16.1
5097,Audi Q5 2008-2012 2.0 TDI,Delhi,2014,44999,Diesel,Automatic,First,12.8,1968,167.6,5,25
5098,BMW 3 Series 320d Dynamic,Mumbai,2008,81308,Diesel,Automatic,Second,13.2,1995,170,5,7.95
5099,Maruti Alto 800 2016-2019 LXI,Delhi,2016,35000,Petrol,Manual,First,24.7,796,47.3,5,2.65
5100,Maruti Alto K10 2010-2014 VXI,Coimbatore,2012,65349,Petrol,Manual,First,20.92,998,67.1,5,2.81
5101,Audi A4 1.8 TFSI Technology Edition,Hyderabad,2012,80000,Petrol,Automatic,First,15.64,1798,167.62,5,17.5
5102,Maruti Swift VXi BSIV,Mumbai,2012,61000,Petrol,Manual,First,16.1,1197,85,5,3.3
5103,Maruti Wagon R VXI,Kochi,2019,31817,Petrol,Manual,First,22.5,998,67.04,5,5.34
5104,Skoda Rapid 1.5 TDI Ambition,Hyderabad,2016,41000,Diesel,Manual,First,21.14,1498,103.52,5,8.5
5105,Honda Jazz S,Kochi,2010,82606,Petrol,Manual,Second,16,1198,90,5,2.69
5106,Mahindra XUV500 W10 2WD,Ahmedabad,2015,52000,Diesel,Manual,First,16,2179,140,7,11.5
5107,Maruti Ritz VXi,Coimbatore,2011,50318,Petrol,Manual,First,18.5,1197,85.8,5,4.06
5108,Mercedes-Benz GLE 250d,Hyderabad,2016,50000,Diesel,Automatic,First,17.9,2143,201.15,5,49
5109,Skoda Rapid 1.6 TDI Ambition,Bangalore,2012,72000,Diesel,Manual,First,20.5,1598,103.5,5,4.6
5110,Hyundai Grand i10 CRDi Magna,Delhi,2015,63776,Diesel,Manual,First,24,1120,70,5,3.96
5111,Hyundai Elite i20 Petrol Asta,Mumbai,2015,28133,Petrol,Manual,First,18.6,1197,81.86,5,5.6
5112,Tata Zest Quadrajet 1.3 75PS XE,Kolkata,2017,45000,Diesel,Manual,First,22.95,1248,74,5,3.75
5113,Hyundai i20 Magna 1.4 CRDi,Jaipur,2015,55697,Diesel,Manual,First,22.54,1396,88.73,5,5.5
5114,Skoda Rapid 1.6 TDI Elegance,Delhi,2012,62000,Diesel,Manual,Second,20.5,1598,103.5,5,3
5115,Fiat Linea Emotion,Mumbai,2011,48000,Petrol,Manual,First,16,1368,90,5,3
5116,Maruti Swift VXI BSIII W/ ABS,Pune,2010,90246,Petrol,Manual,First,16.1,1298,88.2,5,2.95
5117,Tata Indica V2 2001-2011 eLS,Hyderabad,2015,80500,Diesel,Manual,First,25,1396,69,5,2.45
5118,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Pune,2012,119000,Diesel,Automatic,First,14.84,2143,170,5,13.99
5119,Mercedes-Benz GLE 350d,Bangalore,2016,28541,Diesel,Automatic,First,11.57,2987,254.79,5,60.75
5120,Hyundai Santro Xing XP,Kolkata,2008,45500,Petrol,Manual,Second,0,1086,null  ,5,1.17
5121,Honda City V MT AVN,Chennai,2012,41000,Petrol,Manual,Second,16.8,1497,116.3,5,4.5
5122,Hyundai i20 Magna,Mumbai,2010,58000,Petrol,Manual,Second,18.5,1197,80,5,2.5
5123,Toyota Fortuner 4x2 Manual,Chennai,2015,99000,Diesel,Manual,First,13,2982,168.5,7,20.5
5124,Hyundai Grand i10 Magna,Delhi,2014,31200,Petrol,Manual,First,18.9,1197,82,5,3.9
5125,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Chennai,2009,85000,Diesel,Manual,Second,15,1896,105,5,3.5
5126,Ford EcoSport 1.5 Ti VCT AT Titanium,Hyderabad,2016,60924,Petrol,Automatic,First,15.63,1499,110.4,5,8.3
5127,Hyundai EON Magna Plus,Chennai,2012,45000,Petrol,Manual,First,21.1,814,55.2,5,2.5
5128,Nissan Micra XV CVT,Kolkata,2011,44000,Petrol,Automatic,First,19.15,1198,75.94,5,2.65
5129,Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,30534,Petrol,Automatic,First,19,1199,88.7,5,7.42
5130,Volkswagen Polo 1.2 MPI Trendline,Kochi,2016,46399,Petrol,Manual,First,16.47,1198,74,5,4.63
5131,Maruti Alto LXi,Kolkata,2008,42000,Petrol,Manual,First,19.7,796,46.3,5,1.09
5132,Hyundai Verna 1.6 SX,Delhi,2011,67000,Diesel,Manual,First,22.32,1582,126.32,5,3.8
5133,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Mumbai,2013,58000,Diesel,Automatic,First,10,2148,170,5,15.75
5134,Tata Zest Revotron 1.2 XT,Coimbatore,2015,27000,Petrol,Manual,First,17.57,1193,88.7,5,5.27
5135,Honda Brio S Option MT,Mumbai,2012,39566,Petrol,Manual,Second,18.4,1198,86.8,5,2.75
5136,Honda Jazz VX Diesel,Chennai,2016,14980,Diesel,Manual,First,27.3,1498,98.6,5,7.4
5137,Maruti Alto K10 VXI AGS,Jaipur,2017,18491,Petrol,Automatic,First,24.07,998,67.1,5,3.9
5138,Maruti Zen VXi - BS III,Jaipur,2000,90000,Petrol,Manual,Second,17.3,993,60,5,0.7
5139,Hyundai i20 Sportz 1.4 CRDi,Pune,2015,118211,Diesel,Manual,First,22.54,1396,88.73,5,5.9
5140,Maruti SX4 S Cross DDiS 320 Zeta,Coimbatore,2016,63316,Diesel,Manual,First,22.7,1598,118,5,9.58
5141,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Delhi,2014,42000,Diesel,Automatic,First,14.21,2143,203,5,24.95
5142,Chevrolet Enjoy Petrol LS 7 Seater,Kochi,2015,25648,Petrol,Manual,First,13.7,1399,98.82,7,4.29
5143,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Delhi,2011,67612,Diesel,Automatic,Second,14.21,2143,203,5,11.5
5144,Mahindra XUV500 W4,Mumbai,2016,33000,Diesel,Manual,First,16,2179,140,7,9.65
5145,Hyundai i10 Sportz,Mumbai,2015,20000,Petrol,Manual,First,20.36,1197,78.9,5,3.75
5146,Hyundai Getz 1.3 GLS,Pune,2007,143000,Petrol,Manual,Second,14.2,1341,82.9,5,1.1
5147,Audi Q7 3.0 TDI quattro,Coimbatore,2014,118218,Diesel,Automatic,First,12.07,2967,241.4,7,31.41
5148,Mahindra Scorpio SLE BSIV,Pune,2012,99000,Diesel,Manual,Third,12.05,2179,120,8,6
5149,Honda Jazz 1.2 SV i VTEC,Pune,2016,22700,Petrol,Manual,First,18.7,1199,88.7,5,5.55
5150,Tata Safari Storme 2012-2015 EX,Jaipur,2017,28000,Diesel,Manual,First,14,2179,138.1,7,10.91
5151,Mahindra XUV500 W6 2WD,Kolkata,2014,62000,Diesel,Manual,First,15.1,2179,140,7,7.25
5152,Volkswagen Polo Diesel Comfortline 1.2L,Hyderabad,2012,107023,Diesel,Manual,First,22.07,1199,73.9,5,3.9
5153,Maruti Swift Dzire ZDi,Delhi,2012,71082,Diesel,Manual,First,19.3,1248,73.9,5,3.95
5154,Audi Q3 2.0 TDI,Mumbai,2013,60000,Diesel,Automatic,First,15.73,1968,174.33,5,22
5155,Maruti Celerio ZXI,Delhi,2014,21701,Petrol,Manual,First,23.1,998,67.04,5,3.38
5156,Honda City V MT Exclusive,Mumbai,2011,56000,Petrol,Manual,First,16.8,1497,116.3,5,3.45
5157,Hyundai i20 1.2 Spotz,Delhi,2016,32450,Petrol,Manual,First,18.6,1197,81.83,5,5.75
5158,Renault KWID RXT,Jaipur,2016,12500,Petrol,Manual,First,25.17,799,53.3,5,2.75
5159,Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,20483,Diesel,Automatic,First,17.9,2143,136,5,30.3
5160,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,45800,Diesel,Manual,First,22.7,1498,89.84,5,7.5
5161,Hyundai i20 Asta 1.2,Coimbatore,2015,35441,Petrol,Manual,First,18.6,1197,81.83,5,6.87
5162,Toyota Innova 2.5 ZX Diesel 7 Seater,Bangalore,2015,86398,Diesel,Manual,First,12.99,2494,100.6,7,15.2
5163,Nissan Sunny 2011-2014 Diesel XL,Chennai,2012,150000,Diesel,Manual,First,21.64,1461,84.8,5,3.5
5164,Maruti Swift VDI BSIV,Hyderabad,2014,89000,Diesel,Manual,First,25.2,1248,74,5,5.85
5165,Maruti A-Star Vxi,Hyderabad,2010,68375,Petrol,Manual,First,19,998,66.1,5,2.5
5166,Maruti Swift ZXI,Pune,2013,52000,Petrol,Manual,First,18.6,1197,85.8,5,3.95
5167,Mercedes-Benz CLA 200 CDI Sport,Jaipur,2017,39000,Diesel,Automatic,First,17.9,2143,136,5,27
5168,Maruti Ertiga ZXI,Bangalore,2014,68000,Petrol,Manual,Second,16.02,1373,93.7,7,6.75
5169,Maruti Wagon R LXI,Jaipur,2007,71000,Petrol,Manual,Second,18.9,998,67.1,5,1.5
5170,Volkswagen Polo Diesel Trendline 1.2L,Hyderabad,2012,72003,Diesel,Manual,First,22.07,1199,73.9,5,3.9
5171,Ford Ecosport 1.5 DV5 MT Titanium Optional,Hyderabad,2014,135670,Diesel,Manual,First,22.7,1498,89.84,5,6.55
5172,Honda City i DTEC VX,Kochi,2017,65850,Diesel,Manual,First,25.1,1498,98.6,5,9.44
5173,Toyota Corolla Altis 1.8 GL,Coimbatore,2015,53920,Petrol,Manual,First,14.28,1798,138.03,5,10.77
5174,Mahindra XUV500 W8 2WD,Ahmedabad,2014,58000,Diesel,Manual,First,15.1,2179,140,7,7.5
5175,Maruti Alto 800 2016-2019 VXI,Kolkata,2016,4000,Petrol,Manual,First,24.7,796,47.3,5,3
5176,BMW 5 Series 530d M Sport,Chennai,2010,58000,Diesel,Automatic,First,18.59,2993,265,5,11.75
5177,Hyundai EON D Lite Plus,Kochi,2016,29832,Petrol,Manual,First,21.1,814,55.2,5,3.29
5178,Maruti Swift Dzire VDI,Chennai,2016,71156,Diesel,Manual,First,26.59,1248,74,5,6.5
5179,Maruti Celerio CNG VXI MT,Delhi,2015,64687,CNG,Manual,First,31.79,998,58.33,5,3.8
5180,Audi A4 2.0 TDI,Hyderabad,2011,54000,Diesel,Automatic,First,16.55,1968,147.51,5,18
5181,Skoda Superb Elegance 1.8 TSI AT,Bangalore,2009,75000,Petrol,Automatic,Second,13.7,1798,157.75,5,4.95
5182,Tata Zest Revotron 1.2T XM,Kochi,2015,39208,Petrol,Manual,First,17.57,1193,88.7,5,4.52
5183,Force One LX ABS 7 Seating,Kolkata,2014,41000,Diesel,Manual,First,17,2149,139.07,7,8
5184,Honda City i-VTEC VX,Coimbatore,2013,38622,Petrol,Manual,First,17.4,1497,117.3,5,6.26
5185,Nissan Sunny 2011-2014 XV,Chennai,2016,18000,Petrol,Manual,First,16.95,1498,97.7,5,7.5
5186,Maruti Swift 1.3 LXI,Delhi,2012,52000,Petrol,Manual,First,16.1,NA,,NA,3.65
5187,Volkswagen Vento Petrol Highline AT,Mumbai,2011,45000,Petrol,Automatic,First,14.4,1598,103.6,5,3.35
5188,Hyundai Verna 1.6 SX VTVT AT,Mumbai,2014,48656,Petrol,Automatic,First,15.74,1591,121.3,5,5.5
5189,Hyundai Verna CRDi 1.6 AT SX Plus,Bangalore,2012,79000,Diesel,Automatic,First,22,1582,126.2,5,5.25
5190,Audi A4 2.0 TDI Multitronic,Bangalore,2012,88000,Diesel,Automatic,First,16.55,1968,140,5,16.25
5191,Maruti SX4 Vxi BSIV,Delhi,2009,92000,Petrol,Manual,First,15.5,1586,103.3,5,2.7
5192,Ford Endeavour 2.2 Titanium AT 4X2,Chennai,2019,9000,Diesel,Automatic,First,12.62,2198,158,7,32.9
5193,Maruti Swift LXI BSIV,Coimbatore,2008,50121,Petrol,Manual,First,20.4,1197,83.11,5,3.41
5194,Hyundai Grand i10 CRDi Magna,Hyderabad,2014,79000,Diesel,Manual,First,24,1120,70,5,4.15
5195,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2014,46000,Diesel,Manual,Second,20.14,1498,88.8,5,5.9
5196,Mercedes-Benz E-Class 230,Pune,2012,100000,Petrol,Automatic,First,10,2496,157.7,5,11.5
5197,Hyundai i20 Asta 1.2,Kolkata,2015,41000,Petrol,Manual,First,18.6,1197,81.83,5,4.75
5198,Maruti Alto K10 VXI AGS,Chennai,2015,25000,Petrol,Automatic,First,24.07,998,67.1,5,3.5
5199,Maruti Ertiga VDI,Pune,2014,71899,Diesel,Manual,First,20.77,1248,88.76,7,7.25
5200,Maruti Celerio VXI AT,Mumbai,2016,7100,Petrol,Automatic,First,23.1,998,67.04,5,4.35
5201,Renault KWID Climber 1.0 AMT,Coimbatore,2018,38171,Petrol,Automatic,Second,22.5,999,67,5,4.99
5202,Mahindra Scorpio SLE BSIV,Bangalore,2013,70359,Diesel,Manual,First,12.05,2179,120,8,7.65
5203,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Chennai,2011,200000,Diesel,Manual,First,12.8,2494,102,7,9
5204,Volkswagen Polo Diesel Highline 1.2L,Chennai,2017,26969,Diesel,Manual,First,22.07,1199,73.9,5,6.9
5205,Ford Figo Diesel ZXI,Chennai,2011,56500,Diesel,Manual,First,20,1399,68,5,2.9
5206,Nissan Terrano XL Plus 85 PS,Kolkata,2014,40000,Diesel,Manual,First,20.45,1461,83.8,5,5.75
5207,Force One LX 4x4,Kolkata,2014,41000,Diesel,Manual,First,17,2200,139.01,7,8
5208,Renault KWID 1.0 RXT Optional AMT,Kochi,2017,53105,Petrol,Automatic,First,22.5,999,67,5,4.41
5209,Skoda Rapid 1.5 TDI Elegance,Mumbai,2013,23000,Diesel,Manual,First,21.14,1498,103.52,5,4.95
5210,Mahindra XUV500 AT W10 FWD,Hyderabad,2016,80999,Diesel,Automatic,First,16,2179,140,7,14.4
5211,Ford Figo Diesel Titanium,Chennai,2012,82000,Diesel,Manual,First,20,1399,68.05,5,2.95
5212,Mahindra Bolero ZLX,Coimbatore,2017,68557,Diesel,Manual,First,15.96,2523,62.1,7,8.14
5213,Volkswagen Vento 1.5 TDI Highline,Hyderabad,2016,34000,Diesel,Manual,First,20.64,1498,108.5,5,8.45
5214,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2015,77000,Diesel,Manual,First,12.99,2494,100,8,12.5
5215,Mahindra XUV500 W8 2WD,Mumbai,2012,48000,Diesel,Manual,First,15.1,2179,140,7,6.5
5216,Ford Ecosport 1.5 Ti VCT MT Titanium,Coimbatore,2015,28232,Petrol,Manual,Second,15.8,1499,110,5,7.72
5217,Volkswagen Jetta 2012-2014 2.0L TDI Highline AT,Chennai,2011,110000,Diesel,Automatic,First,16.96,1968,138.1,5,8
5218,Tata New Safari DICOR 2.2 VX 4x4,Chennai,2009,120000,Diesel,Manual,Second,13.93,2179,138,7,3
5219,BMW 3 Series 330d Convertible,Mumbai,2013,49000,Diesel,Automatic,First,8.2,2993,245,4,29
5220,Volkswagen Polo 1.2 MPI Highline,Kolkata,2014,22000,Petrol,Manual,First,16.47,1198,74,5,4.11
5221,Hyundai i20 Magna Optional 1.2,Coimbatore,2015,14925,Petrol,Manual,First,18.5,1197,82.9,5,5.37
5222,Maruti Ertiga ZDI,Mumbai,2013,75000,Diesel,Manual,First,20.77,1248,88.8,7,6.55
5223,Honda City i VTEC V,Chennai,2015,23000,Petrol,Manual,First,17.4,1497,117.3,5,7
